listing_id,price,nbhood_full,description,room_type,host_name,last_review
2674267,109.0,"Manhattan, Upper West Side",Comfy UWS Room near Central Park & Times Square,private_room,Kevin,2019-07-02
2677779,60.0,"Queens, Jackson Heights",Quaint Room,private_room,Favio,2019-05-27
2679171,95.0,"Queens, Long Island City","Cozy, close to everything in NY  :)",private_room,Jovana,2019-06-29
2683387,140.0,"Manhattan, Midtown",Great Room In Mid Town New York NYC,private_room,Anthony,2019-06-13
2683758,105.0,"Manhattan, Harlem",City Life in Harlem,entire_home/apt,John,2019-06-20
2684223,45.0,"Brooklyn, Bedford-Stuyvesant",Cozy Clean Room in Bed Stuy,private_room,Vashti,2019-07-01
2686002,100.0,"Manhattan, Midtown",Large Clean Room Midtown East NYC,private_room,Juan,2019-06-09
2686412,49.0,"Brooklyn, Clinton Hill",Clinton Hill BdRm in Artists' Home,private_room,Julie,2019-06-17
2694274,225.0,"Brooklyn, Fort Greene",Fort Greene 2 bedroom Apartment,entire_home/apt,Amir,2019-06-21
2695367,85.0,"Manhattan, Washington Heights",Bright spacious 3bd; near subways and bus,private_room,Juliette,2019-06-28
2695469,99.0,"Manhattan, Hell's Kitchen",W50's Sunny Studio in a 24/7 DM BL,entire_home/apt,Karen,2019-05-01
2698645,95.0,"Queens, Long Island City",Just 3 Minutes to Midtown! Live like a NYer!,private_room,Arya,2019-06-30
2700296,99.0,"Manhattan, Harlem",Sunny Bedroom for two,private_room,Gregory,2019-07-01
2700596,85.0,"Manhattan, Harlem",Comfortable bedroom for one person,private_room,Gregory,2019-06-30
2702351,90.0,"Manhattan, Harlem","Spacious, Safe, and Furnished",entire_home/apt,Jonathan,2019-06-08
2702489,85.0,"Brooklyn, Bushwick",Charming Entire ❤️ apartment,entire_home/apt,Renee,2019-06-16
2714699,159.0,"Brooklyn, Greenpoint",Sunny Flex 2br  Loft in Brooklyn,entire_home/apt,Vida,2019-01-07
2716009,200.0,"Brooklyn, Red Hook",Large Two Bedroom Brooklyn Loft,entire_home/apt,Naz,2019-07-03
2719792,75.0,"Brooklyn, Bushwick","Perfect location, Bushwick Full room in 2 room apt",private_room,Robert,2019-06-18
2722983,200.0,"Brooklyn, Williamsburg",GREAT FOR FAMILIES AND GROUPS!!!,entire_home/apt,Tony,2019-07-04
2723515,124.0,"Brooklyn, Clinton Hill",Stylish Pre-war,entire_home/apt,Devin,2019-07-01
2727166,50.0,"Queens, Astoria",Cozy Room by Kaufman Studios,private_room,Fotis,2019-04-22
2730497,130.0,"Brooklyn, Bedford-Stuyvesant",Entire Private Garden Floor of Brownstone,entire_home/apt,Jonathan,2019-06-19
2739793,145.0,"Brooklyn, Bushwick",Modern Sunny 2-Bedroom in Bushwick,entire_home/apt,Seth,2019-07-01
2744185,175.0,"Manhattan, Harlem","PRIVATE, GIGANTIC full floor loft w/priv bath",private_room,Sandy,2019-05-28
2745620,55.0,"Queens, Ditmars Steinway",Small Room Astoria20minToManhattan,private_room,Funda,2019-06-23
2748064,200.0,"Manhattan, Hell's Kitchen","Spacious 1 bedroom, prime location.",entire_home/apt,Al,2019-06-08
2748094,200.0,"Manhattan, East Village",Union Square spacious studio,entire_home/apt,Craig,2019-06-23
2748128,69.0,"Brooklyn, Bushwick",The Haven 2beds,private_room,Jasmine,2019-06-24
2751311,135.0,"Brooklyn, Williamsburg",Beautiful Large Williamsburg Studio,entire_home/apt,Rachel,2019-07-06
2754006,95.0,"Manhattan, Lower East Side",Cool apt in the BEST location in NYC!,private_room,Michelle,2019-06-23
2755909,59.0,"Manhattan, Washington Heights",Cozy sunny Apt in NYC,private_room,Nick,2019-06-06
2756159,85.0,"Manhattan, Chelsea",Living Room sofa Bed in Chelsea2,shared_room,Luis,2019-06-23
2757036,55.0,"Queens, Flushing",Bayview room,private_room,Ruth,2019-05-26
2760968,80.0,"Brooklyn, Williamsburg",Sunny Room in the Heart of it All!,private_room,Lisa,2019-06-17
2763206,78.0,"Manhattan, Midtown",COZY PRIVATE BR AT59TH ST MANHATTAN,private_room,Lisa,2019-04-29
2764516,150.0,"Manhattan, East Village",East Village Manhattan NYC Bedroom!,private_room,Chris,2019-06-17
2771126,142.0,"Brooklyn, Clinton Hill",Large Loft in Brooklyn  w/ Deck,entire_home/apt,Max,2019-01-03
2773754,97.0,"Brooklyn, Windsor Terrace",Lovely 1-bedroom on Prospect Park,entire_home/apt,Jenn,2019-06-15
2774934,70.0,"Manhattan, Upper West Side",Females only for midtown apt share,shared_room,Jeani,2019-07-07
2778250,68.0,"Manhattan, Harlem",Queen size bedroom with river view! (Female only),private_room,Amina,2019-06-22
2781747,150.0,"Brooklyn, Carroll Gardens",Beautiful brownstone apartment,entire_home/apt,Eilon,2019-07-01
2786015,110.0,"Manhattan, Harlem",Comfortable Strivers Row Hideaway - Monthly Rental,entire_home/apt,Joy,2019-03-09
2791446,218.0,"Manhattan, Chelsea",CUTE Studio in the heart of Chelsea,entire_home/apt,Marc,2019-07-01
2791688,430.0,"Manhattan, Nolita",Downtown NYC Soho Loft 2br,entire_home/apt,Kiki,2019-05-22
2791758,79.0,"Brooklyn, Williamsburg",Bright Modern Room with Balcony and City Views,private_room,Chris,2019-07-01
2791797,120.0,"Manhattan, West Village",Greenwich Village Chic Cottage,entire_home/apt,Martina,2019-06-23
2801300,75.0,"Queens, Flushing",cozy room /female guests,private_room,Ruth,2019-06-23
2805293,300.0,"Manhattan, West Village",Large & Stunning 5th Ave 1 BR,entire_home/apt,Brandon,2019-01-02
2806791,53.0,"Manhattan, Washington Heights",PRIVATE ROOM IN NEW YORK MANHATTAN,private_room,Juan,2019-07-03
2814076,130.0,"Queens, Astoria",Charming 1br apartment in Astoria,entire_home/apt,Fernando,2019-06-16
2817967,105.0,"Manhattan, Upper East Side",Beautiful Studio Suite! Upper East,entire_home/apt,Afi Apartments,2019-03-23
2818471,150.0,"Brooklyn, Bedford-Stuyvesant",Sunny Bedford Stuyvesant Townhouse,entire_home/apt,Raymond,2019-07-01
2821294,39.0,"Manhattan, Washington Heights",Beautiful Furnished Room!,private_room,Gen,2019-05-27
2823023,200.0,"Manhattan, Midtown","Cozy One Bedroom + Loft in Manhattan, NYC",entire_home/apt,Paula,2019-06-24
2825322,55.0,"Brooklyn, Bedford-Stuyvesant",nice room in bedstuy D,private_room,Randy,2019-06-28
2835711,150.0,"Manhattan, Greenwich Village","Sunny West Village apt, 2 beds",entire_home/apt,Aspen,2019-05-31
2835738,299.0,"Manhattan, Upper West Side",Apt Lincoln Center And Central Park! Best location,entire_home/apt,Anna,2019-06-21
2836845,160.0,"Queens, Ditmars Steinway",Old World Elegance in Astoria!,entire_home/apt,Anastasia,2019-07-01
2845257,199.0,"Brooklyn, Greenpoint",Stunning 2BR Penthouse w/City View,entire_home/apt,Vida,2019-06-01
2847652,45.0,"Manhattan, Washington Heights",Cool and comfortable room for rest and relaxation,private_room,Gilberto,2019-06-24
2848235,44.0,"Bronx, University Heights",Perfect room for one in beautiful home,private_room,"Rossy,  Carmen And Juan",2019-06-16
2856770,650.0,"Manhattan, East Harlem",Family Friendly 3 bedroom 2 bath w. Washer/Dryer,entire_home/apt,Janelle,2019-06-23
2858010,111.0,"Manhattan, Harlem",☀️Sunny Central Park North☀️,private_room,Chad,2019-06-23
2863530,130.0,"Queens, Astoria",APPARTEMENT 2 CHAMBRES ASTORIA NY,entire_home/apt,Ilda,2019-06-15
2863589,109.0,"Manhattan, Upper West Side",Entire Private Modern Studio UPW Manhattan,entire_home/apt,Ofer,2019-06-07
2867115,60.0,"Queens, Sunnyside",Room for Rent -  Close to City & Clean,private_room,Caitlin,2019-06-02
2870603,69.0,"Queens, Jackson Heights",One Bedroom Apartment,entire_home/apt,Alwin,2019-06-22
2870840,72.0,"Manhattan, Washington Heights",Cozy private room in beautiful apt,private_room,Julio,2019-06-03
2872353,119.0,"Manhattan, Upper East Side",Modern 1-Bed Near Central Park,entire_home/apt,Afi Apartments,2019-06-08
2874932,199.0,"Brooklyn, Clinton Hill",The Notorious B.N.B. { The Erhart II },private_room,Jessica,2019-06-08
2875923,75.0,"Manhattan, Harlem","Cozy, Clean, Spacious Apartment!",private_room,Teresa,2019-05-19
2876055,100.0,"Brooklyn, Williamsburg",Williamsburg Room - 2 Blocks to L Train,private_room,Kells,2019-06-30
2879157,125.0,"Manhattan, Morningside Heights",Family Friendly Apt,entire_home/apt,Allison,2019-06-16
2880806,295.0,"Brooklyn, Williamsburg",2B & Private Garden A Williamsburg Spacious Escape,entire_home/apt,Triny,2019-07-05
2883054,100.0,"Brooklyn, Crown Heights",Urban Holiday...,entire_home/apt,Shanti,2019-07-01
2887761,385.0,"Manhattan, West Village",Quiet & Central West Village Artist’s 2 Bedroom,entire_home/apt,Sara,2019-05-25
2888088,87.0,"Brooklyn, Flatbush",Private space in Brooklyn,entire_home/apt,Jerry,2019-06-14
2889377,59.0,"Queens, Flushing",garden view  / female guest,private_room,Ruth,2019-06-22
2889387,95.0,"Staten Island, St. George",New York City near Staten Is. Ferry,private_room,Rob&Elle,2019-06-30
2895511,120.0,"Brooklyn, Bedford-Stuyvesant",Historic Bed-Stuy,entire_home/apt,Alexandra,2019-06-30
2895820,113.0,"Manhattan, East Village",Quiet Room in Central Location,private_room,Tracy & Matt,2019-07-07
2896760,60.0,"Queens, Ditmars Steinway","Safe, cozy & minutes to NYC",private_room,Angelo,2019-06-16
2897507,40.0,"Brooklyn, Bedford-Stuyvesant",Private Room in Cozy Brooklyn Apt. for Female,private_room,Anna,2019-05-18
2908211,105.0,"Brooklyn, Park Slope","Lovely Park Slope Apt, Brooklyn",private_room,Kieran,2019-07-05
2919578,45.0,"Brooklyn, Flatbush",Artist’s Pad Prospect Park,private_room,Al,2019-06-22
2922197,65.0,"Brooklyn, Greenpoint",Furnished privte room,private_room,Rosa,2019-05-07
2924588,110.0,"Manhattan, Midtown","Exclusive Manhattan , 24 h doormen",private_room,Maria,2019-06-01
2924834,80.0,"Brooklyn, Williamsburg",RARE: Large Room + Big Townhouse = Better Stay,private_room,Jon,2019-02-26
2925397,63.0,"Brooklyn, South Slope",Quaint room in artist's apartment.,private_room,Jess,2019-01-02
2927005,200.0,"Brooklyn, Windsor Terrace",Charming 2 Bedroom by Prospect Park,entire_home/apt,Seryn,2019-05-27
2931595,250.0,"Manhattan, SoHo",Light filled SoHo walk-up,entire_home/apt,James,2019-06-30
2931859,130.0,"Manhattan, West Village",2 BR Sun Filled Feng Shui W Village,entire_home/apt,Satya,2019-04-09
2932263,185.0,"Brooklyn, Brooklyn Heights",Cheery Brooklyn Heights Studio!!,entire_home/apt,Gillian,2019-06-30
2933772,240.0,"Manhattan, East Harlem","Large, Bright Apt Near Central Park",entire_home/apt,Jane,2019-07-01
2936192,120.0,"Manhattan, Greenwich Village",Bright Quiet Room in the W Village,private_room,Kaytlin,2019-06-19
2936517,180.0,"Brooklyn, Gowanus",Boerum Hill 2BR Garden Apartment,entire_home/apt,Molly,2019-06-23
2939670,53.0,"Queens, Woodhaven","Bright Room Near JFK ,LGA &  Train with AC",private_room,Yolanda,2019-01-03
2940163,100.0,"Manhattan, Harlem",Sunny 1BR near Central Park close to Columbia U.,private_room,Michael,2019-06-08
2942129,40.0,"Queens, Woodhaven","Bright Large  Room near JFK, LGA & Train 2 beds",private_room,Yolanda,2019-06-09
2942732,60.0,"Manhattan, Washington Heights","Large 1 bdrm, River views!",entire_home/apt,Sanjna,2019-06-15
2947668,35.0,"Queens, Maspeth",Location  Queen Elena,private_room,Petya,2019-06-28
2949128,250.0,"Manhattan, Hell's Kitchen",FAB APT & LOCALE in HELLS KCHN PRIVATE SAFE COMFY!,entire_home/apt,Marjorie,2019-06-21
2956443,255.0,"Queens, Richmond Hill",Large 2 Floor Apt 2 Bdrm Sleeps 8,entire_home/apt,Anna,2019-06-24
2958412,290.0,"Manhattan, Harlem",A beautiful modern 3 bedroom apt,entire_home/apt,Bah.,2019-07-01
2959036,115.0,"Manhattan, Washington Heights",Sunny Manhattan Studio,entire_home/apt,Ellie,2019-04-22
2965008,299.0,"Brooklyn, Gowanus",Family Friendly Brooklyn House,entire_home/apt,Jeffrey,2019-04-24
2968070,120.0,"Manhattan, Hell's Kitchen",Near Times Square and Hell's Kitchen,private_room,Claude,2019-07-05
2969489,74.0,"Brooklyn, Williamsburg","Great Room, Bedford L Train!! (10min to Manhattan)",private_room,Mariano,2019-05-25
2969803,68.0,"Manhattan, Hell's Kitchen",King Bed or Two Singles - You're choice!,private_room,Brent,2019-05-23
2969919,235.0,"Manhattan, Chelsea",Spacious Junior 1BR Apt in USQ/Flatiron,private_room,Allie,2019-07-01
2976758,155.0,"Manhattan, East Village",Prime location in the east village,entire_home/apt,Frederico,2019-05-20
2977232,95.0,"Manhattan, East Harlem","Priv Room in Artists UES Apt, Central Park & Train",private_room,Alesandra,2019-06-17
2978421,125.0,"Manhattan, Chinatown",Hip Chinatown Apt in Great Location,entire_home/apt,Nico,2019-05-31
2979714,80.0,"Manhattan, Harlem",Cozy Private RM Near Central Park N,private_room,Grace Brigitte,2019-06-14
2985678,135.0,"Brooklyn, Sunset Park",2BR on Express 2 stops to Manhattan,entire_home/apt,Karen And Ben,2019-05-27
2994478,110.0,"Manhattan, Upper West Side",☆ Central Park - Home Away From Home,private_room,Lane,2019-05-16
2994659,43.0,"Brooklyn, Bensonhurst",Private cozy room,private_room,Sergey & Kate,2019-06-27
2995000,140.0,"Brooklyn, Bedford-Stuyvesant",Bright Brooklyn garden apartment!,entire_home/apt,David,2019-07-07
2995701,135.0,"Brooklyn, Bedford-Stuyvesant",Sun filled 2BR in BedStuy Townhouse,entire_home/apt,Josandra,2019-06-25
2997377,39.0,"Manhattan, Washington Heights","Cosy HUS Room, furnished & all utilities included!",private_room,Gen,2019-05-11
3003127,66.0,"Brooklyn, Crown Heights",Private Room with Full Amenities,private_room,Ruby,2019-06-30
3004348,100.0,"Brooklyn, Bedford-Stuyvesant",Modern Stay in Brownstone Brooklyn,entire_home/apt,Christy,2019-06-24
3004563,50.0,"Brooklyn, Prospect-Lefferts Gardens",The spot,private_room,Emma,2019-06-08
3010577,115.0,"Brooklyn, East Flatbush",Old World Garden Apartment,entire_home/apt,Kendall,2019-07-01
3010664,350.0,"Brooklyn, Prospect Heights","Giant 3 story family house,  15 min to Manhattan",entire_home/apt,Amir,2019-04-28
3012871,165.0,"Brooklyn, Williamsburg",Williamsburg Luxury Apton Bedford,entire_home/apt,Neomi,2019-04-21
3013668,175.0,"Brooklyn, Bushwick",Gorgeous Apt in Bushwick Brooklyn,entire_home/apt,Arnan & Zahira,2019-06-17
3037740,175.0,"Staten Island, St. George",Beautiful turn-of-the-century home,entire_home/apt,Oswaldo,2019-06-20
3038797,129.0,"Brooklyn, Greenpoint",2 Queen beds Studio Loft in Brooklyn,entire_home/apt,Vida,2019-06-06
3039110,50.0,"Bronx, Concourse Village",The proud New Yorker Room,private_room,Genae,2019-06-02
3039888,80.0,"Brooklyn, Sunset Park",Very unique - half block from Industry City,shared_room,William,2019-05-21
3041785,249.0,"Manhattan, East Village",Luxury Space  East Village 3 Bedrm sleeps 7,entire_home/apt,Michelle,2019-06-24
3042553,77.0,"Manhattan, Lower East Side",Quiet bedroom in East Village NY.,private_room,Harper,2019-07-07
3043467,70.0,"Brooklyn, Brooklyn Heights",Room in Duplex Apartment,private_room,Deedles,2019-07-02
3052726,300.0,"Manhattan, Upper West Side",Great apt in awesome area,entire_home/apt,Brian,2019-05-06
3058087,40.0,"Manhattan, Washington Heights",Fully Furnished Luk Room including Air Conditiner!,private_room,Gen,2019-06-16
3059273,115.0,"Manhattan, Nolita",1 bedroom  in  Nolita/Soho,private_room,Soso,2019-07-07
3060297,93.0,"Manhattan, Chelsea",Great Chelsea block near Highline & Subways,entire_home/apt,Michael,2019-05-15
3061995,70.0,"Queens, Long Island City",Explore NYC - 1 Stop to Manhattan!,private_room,Kara Ayn,2019-06-23
3067062,100.0,"Brooklyn, Williamsburg",Musician's Private Room,private_room,Kells,2019-07-04
3067093,200.0,"Manhattan, East Village",Stylish East Village Studio near Union Sq,entire_home/apt,Jennifer,2019-06-09
3067244,99.0,"Brooklyn, Prospect-Lefferts Gardens",Bright Prospect Park Charmer,entire_home/apt,Emilia,2019-05-06
3068145,103.0,"Manhattan, Upper East Side",Cozy & Modern Studio | Central Park,entire_home/apt,Afi Apartments,2019-02-26
3079567,320.0,"Manhattan, Nolita",Nolita / Soho  A cozy 2 bedroom apartment.,entire_home/apt,Einar,2019-06-30
3081771,99.0,"Brooklyn, Crown Heights",Luxurious Brooklyn Getaway!,entire_home/apt,Joycelyn,2019-07-01
3083197,950.0,"Manhattan, East Village",Spectacular East Village Townhouse with 3 patios,entire_home/apt,Alex,2019-06-10
3090474,100.0,"Manhattan, Hell's Kitchen",Times Square Unique Studio,private_room,Samira,2019-06-13
3090922,75.0,"Brooklyn, Williamsburg","Private Rm in Cozy Wburg Loft, 1 blk fr Bedford L",private_room,Mac,2019-06-16
3093240,75.0,"Brooklyn, Crown Heights",Lovely Guestroom in Brownstone,private_room,Michelle,2019-06-19
3093469,93.0,"Brooklyn, Clinton Hill",Amazing Private Room in Brooklyn - Fort Greene,private_room,Crystal & Clee,2019-05-01
3093616,140.0,"Brooklyn, Bedford-Stuyvesant",Quite 2 bedroom apt. in Brooklyn,entire_home/apt,Marcus,2019-06-29
3100156,120.0,"Manhattan, Upper East Side",Your own studio apt in Upper East,entire_home/apt,Susana,2019-06-18
3101140,126.0,"Brooklyn, Greenpoint",Large Sunny Room with Huge patio in Wburg,private_room,Etan,2019-05-11
3114929,150.0,"Manhattan, Harlem",Modern Stylish and Legendary.,private_room,Nicholas,2019-05-19
3122636,250.0,"Manhattan, Upper East Side","East Village - Family friendly, specious and quiet",entire_home/apt,Alon & Adi,2019-04-26
3122731,162.0,"Brooklyn, South Slope",Park Slope 2 bedroom - Amazing Access to All!!!,entire_home/apt,Zoe,2019-06-28
3129731,147.0,"Manhattan, Upper East Side",Dbl Room with Terrace and View!,private_room,Hans,2019-04-21
3131756,149.0,"Brooklyn, Bedford-Stuyvesant",Beautiful 3 Bedroom apt in Bed-Stuy,entire_home/apt,Dean,2019-06-30
3133055,160.0,"Brooklyn, Flatbush",Relax in an oasis of quiet in a beautiful house!,private_room,Gil,2019-07-01
3137906,64.0,"Brooklyn, Williamsburg",Lovely room in Williamsburg,private_room,Natalie,2019-06-10
3139489,33.0,"Brooklyn, Bushwick","Nice Cozy Room in BROOKLYN, NYC, NY, Bushwick",private_room,Victor,2019-06-21
3139918,150.0,"Brooklyn, Boerum Hill",Bright Quiet 1BD in the Heart of BK,entire_home/apt,Sara,2019-06-17
3143596,145.0,"Brooklyn, Bedford-Stuyvesant",Open Loft in Historic Townhome - Near Metro & Food,entire_home/apt,Tenisha & Marty,2019-05-15
3144135,185.0,"Brooklyn, Bedford-Stuyvesant",Cozy Garden View Apartment!  Perfect for Families!,entire_home/apt,Rick,2019-03-29
3153140,195.0,"Staten Island, St. George",Four-Bedroom Victorian Near Ferry,entire_home/apt,Lynn,2019-06-14
3153603,67.0,"Brooklyn, Bushwick",Private 1 bd Apt 1 blk off the J,entire_home/apt,Quinn,2019-05-23
3161739,125.0,"Brooklyn, Bedford-Stuyvesant",Up among the trees in Bed Stuy,entire_home/apt,Anna,2019-05-15
3166540,270.0,"Brooklyn, Park Slope","Brownstone Duplex with Garden,Deck & 8' pool table",entire_home/apt,Mark,2019-01-01
3167768,275.0,"Brooklyn, Prospect Heights",Family-friendly 3-bedroom condo,entire_home/apt,Natasha,2019-07-05
3171880,165.0,"Brooklyn, Fort Greene",Light Filled Loft Studio in Fort Greene,entire_home/apt,Benjamin,2019-04-21
3172212,85.0,"Brooklyn, South Slope",Spacious room in artist Loft,private_room,Tanda,2019-06-10
3172778,170.0,"Brooklyn, Williamsburg",PRIME WILLIAMSBURG FAMILY ART LOFT,entire_home/apt,Daphna,2019-06-30
3173148,70.0,"Brooklyn, Williamsburg",BEAUTIFUL Williamsburg Palace!,private_room,Justin,2019-04-30
3175088,275.0,"Manhattan, Chelsea",SPACIOUS  ARTIST LOFT IN CHELSA,entire_home/apt,S Anthony,2019-06-16
3176526,120.0,"Brooklyn, Crown Heights",Great room with private bathroom!!,private_room,Sil,2019-06-17
3176874,119.0,"Queens, Astoria",New 2 Bed.apt. 10 min to NYC! one block from train,entire_home/apt,Vlado & Sandra,2019-06-21
3177702,155.0,"Brooklyn, Bedford-Stuyvesant",Brooklyn Flat in Historic Row House,entire_home/apt,Velma,2019-05-27
3185829,95.0,"Bronx, Williamsbridge",2BR Private Apt Guest Homestay,entire_home/apt,Carol,2019-06-10
3186103,450.0,"Brooklyn, Park Slope",Park Slope 3 BR Duplex with Garden,entire_home/apt,Ryan,2019-04-22
3187925,215.0,"Brooklyn, Fort Greene",Brownstone Luxury Apartment Facing Ft.Greene Park,entire_home/apt,Stanley,2019-05-25
3191678,75.0,"Bronx, Fieldston",Private Room in Riverdale NY,private_room,Yan,2019-05-11
3198018,300.0,"Brooklyn, Park Slope",Park slope 2BR duplex with garden,entire_home/apt,Birgitta,2019-06-16
3198365,175.0,"Manhattan, Harlem",Cozy Studio Close to Central Park,entire_home/apt,Gina,2019-06-29
3200522,120.0,"Brooklyn, Crown Heights",Brooklyn 3BR Near Subways,entire_home/apt,Thomas & Gaby,2019-06-19
3201696,345.0,"Manhattan, Harlem",Cozy 5 Bdrm in Historic Harlem NY,entire_home/apt,Larry,2019-07-05
3202590,225.0,"Brooklyn, Crown Heights",The Lincoln,entire_home/apt,Althea,2019-05-18
3206224,110.0,"Brooklyn, Bushwick",Improved Response Rate@ The Valley,entire_home/apt,Shae,2019-06-15
3207986,99.0,"Brooklyn, Boerum Hill","Modern loft in Cobble Hill, BK",private_room,Lisa,2019-05-31
3208747,120.0,"Manhattan, Upper West Side",Cute UWS Studio Near Central Park Clean & Quiet,entire_home/apt,Michelle,2019-06-21
3208904,89.0,"Manhattan, Lower East Side",Chic Designer’s Room & 2 Beds in Manhattan LES,private_room,Jackie,2019-07-07
3209980,85.0,"Manhattan, East Village",Private room in 2B East Village!,private_room,Tal,2019-07-05
3212765,125.0,"Manhattan, Midtown",A single room  that converts  with bathroom,private_room,Anthony,2019-07-01
3215660,45.0,"Manhattan, East Harlem",Comfortable sofa bed in Manhattan,shared_room,Heather,2019-06-23
3216335,330.0,"Brooklyn, Park Slope",Quiet Park Slope Apartment - August  specials!,entire_home/apt,Julie,2019-06-12
3218526,165.0,"Brooklyn, Flatbush",Sunny Suite in Historic Brooklyn,entire_home/apt,Samantha And Scott,2019-07-06
3220178,55.0,"Brooklyn, Prospect-Lefferts Gardens",Artist's home near park and trains,private_room,Dov,2019-06-22
3224913,55.0,"Brooklyn, Bushwick",Private Nook in Bushwick Improved Response Rate,entire_home/apt,Shae,2019-06-23
3230053,111.0,"Brooklyn, Greenpoint",Modern 1BR apt in Greenpoint/Williamsburg Brooklyn,entire_home/apt,May,2019-02-24
3235070,150.0,"Manhattan, Harlem","Peaceful, beautiful home away",entire_home/apt,Norva,2019-06-16
3236385,88.0,"Brooklyn, Sunset Park",Cute and Cozy Two Bedroom in Sunset Park,entire_home/apt,Brooke,2019-01-07
3236977,425.0,"Brooklyn, Carroll Gardens",Private 3 Floor Whole Hse/Garden,entire_home/apt,Melissa,2019-07-05
3238517,105.0,"Brooklyn, Bedford-Stuyvesant",Brooklyn Cozy Garden Apt,private_room,Ava,2019-06-05
3240838,60.0,"Manhattan, Kips Bay",Sunny and cozy room in Midtown,private_room,Andrea,2019-04-27
3241502,89.0,"Manhattan, East Harlem",Modern Bedroom & Living Room Combination!,private_room,Malik,2019-05-13
3241858,200.0,"Manhattan, Upper East Side",Right in the center of Manhattan,entire_home/apt,Chen,2019-06-26
3245000,149.0,"Brooklyn, Greenpoint",Spacious prewar apartment in heart of Greenpoint,entire_home/apt,Katy,2019-03-18
3247291,80.0,"Manhattan, Harlem",Comfort and Charm in Harlem Brownstone near Subway,private_room,Soon,2019-07-03
3248010,125.0,"Brooklyn, Park Slope",Chic Aptmnt close to Barclay Center,entire_home/apt,Rebekah,2019-06-25
3248671,65.0,"Brooklyn, Williamsburg",Private Room in Artist's Loft,private_room,Anna,2019-06-18
3258196,89.0,"Brooklyn, Williamsburg","Big sunny room, prime location!",private_room,Goran,2019-01-07
3258197,16.0,"Manhattan, Upper East Side",Large 1br Duplex in Heart of Upper East Side,entire_home/apt,Jeff,2019-06-30
3261569,300.0,"Brooklyn, Crown Heights",Big Private 4 bedrooms 1 bathroom Near Subway!,entire_home/apt,Dee,2019-05-25
3262238,250.0,"Manhattan, Kips Bay",Murray Hill Modern,entire_home/apt,Ramon,2019-06-30
3262930,140.0,"Manhattan, Upper East Side",Cosy room with private bathroom-NYC,private_room,Irena,2019-06-24
3265407,57.0,"Brooklyn, Prospect Heights",Sunny Brooklyn room,private_room,Linnea,2019-04-27
3265409,90.0,"Manhattan, Chelsea",Charming Chelsea bedroom,private_room,Rivani,2019-06-28
3268008,200.0,"Manhattan, West Village",West Village designer studio,entire_home/apt,Matt,2019-07-02
3269281,100.0,"Brooklyn, Park Slope",Stylish 2BR in heart of Park Slope,entire_home/apt,Jon,2019-06-30
3270009,68.0,"Brooklyn, Bedford-Stuyvesant",Private oasis-charming gingerbread home!❤️❤️❤️❤️❤️,entire_home/apt,Suzy,2019-04-19
3271893,250.0,"Brooklyn, Park Slope",Park Slope Town House,entire_home/apt,Stefano,2019-07-05
3272628,80.0,"Manhattan, Harlem",cozy harlem getaway,entire_home/apt,Laura,2019-04-07
3276963,166.0,"Manhattan, West Village","Huge, Perfect Location West Village",entire_home/apt,Celeste,2019-06-24
3279671,165.0,"Manhattan, Chelsea",Quiet 1BR in Chelsea,entire_home/apt,Michelle,2019-05-25
3283028,169.0,"Brooklyn, Williamsburg","NICE Williamsburg Brooklyn, 2 Bedrooms off L train",entire_home/apt,Danny,2019-06-02
3283409,139.0,"Brooklyn, Bedford-Stuyvesant",Beautiful Brooklyn Brownstone,entire_home/apt,Mary & Josh,2019-06-25
3286369,135.0,"Brooklyn, East New York",Close to JFK & LGA Feels like home,private_room,Smidty,2019-07-02
3290309,250.0,"Manhattan, Nolita",Oasis in the heart of New York,entire_home/apt,Amanda,2019-05-24
3293842,121.0,"Brooklyn, Sunset Park",Brooklyn Living with Balcony!,entire_home/apt,Theresa,2019-04-27
3297016,160.0,"Brooklyn, Crown Heights",Super cute private room +amminities,entire_home/apt,Linda,2019-06-15
3302463,275.0,"Manhattan, Gramercy",Luxurious Brownstone Parlour,entire_home/apt,Robert,2019-06-22
3302921,189.0,"Manhattan, East Village",Cozy quiet East Village room/en suite bathroom,entire_home/apt,Carrie,2019-06-23
3303165,99.0,"Brooklyn, Cypress Hills",Ocean Hill Oasis,entire_home/apt,Louisa,2019-06-26
3303301,200.0,"Brooklyn, Bedford-Stuyvesant",Superhost! Modern Private APT/15min Manhattan,entire_home/apt,Anne,2019-06-29
3303382,145.0,"Manhattan, Harlem",Hamilton Heights - Private Guest Suite,entire_home/apt,Delphine And Michael,2019-06-29
3304307,100.0,"Manhattan, East Harlem",Lovely Shiny Private Room in NYC,private_room,Natasha,2019-06-01
3309982,220.0,"Brooklyn, Crown Heights",3 Bedroom Brownstone in Historic Crown Heights.,entire_home/apt,Simone,2019-01-01
3311821,100.0,"Brooklyn, Williamsburg",Williamsburg COZY SUNNY next2train!,private_room,Pam,2019-05-26
3311830,59.0,"Queens, Ridgewood",Beautiful Clean & Quiet Room! Rm#1,private_room,Christopher,2019-06-16
